PMA_PMN_NUM,rpss,rpss_category,recall_count,total_adverse_events,unique-manufacturers,device_class,root_cause_description,last_scored,device_name
K141979,0.612948665,High,499,24950,0,2,Component design/selection,2:35:19 AM,ALLURA XPER FD SERIES / ALLURA XPER OR TABLE SERIES
K181677,0.61291556,High,178,3382,0,2,Device Design,2:35:19 AM,Kodiak Spinal Fixation System
K140999,0.612909099,High,543,1086,0,2,Device Design,2:35:19 AM,TANDEMHEART VENO-VENOUS CANNULA
K022272,0.612903656,High,543,2715,0,2,Device Design,2:35:19 AM,"MALLEABLE SINGLE STAGE VENOUS CANNULA, MODELS 68112-68140 (15 TOTAL CODES)"
K183040,0.612882762,High,498,4482,0,2,Component design/selection,2:35:19 AM,Zenition 70
K120072,0.61287726,High,543,3801,0,2,Device Design,2:35:19 AM,VENOUS DRAINAGE CANNULA WITH DURAFLO COATING
K143083,0.612858621,High,544,4896,0,2,Device Design,2:35:19 AM,Bio-Medicus Pediatric Cannula and Introducers
K160484,0.61285404,High,978,18582,0,2,Manufacturing material removal,2:35:19 AM,Optetrak Advanced Patella
K010942,0.612844341,High,499,499,0,2,Component design/selection,2:35:19 AM,U04
K190557,0.612833691,High,543,5430,0,2,Device Design,2:35:19 AM,Bio-Medicus Insertion Kit
K153598,0.612823571,High,543,2172,0,2,Device Design,2:35:19 AM,Medtronic Bio-Medicus Adult Cannula Kit
K142708,0.6127874,High,498,4482,0,2,Component design/selection,2:35:19 AM,VERADIUS UNITY
K183101,0.612765315,High,498,1992,0,2,Component design/selection,2:35:19 AM,Zenition 50
K171308,0.612742656,High,543,1629,0,2,Device Design,2:35:19 AM,Tubing Pack
K183550,0.612729783,High,179,358,0,2,Device Design,2:35:19 AM,Vitality® Spinal Fixation System
K172822,0.612719069,High,498,247008,0,2,Component design/selection,2:35:19 AM,Azurion series R1.2
K241572,0.612717798,High,498,11952,0,2,Component design/selection,2:35:19 AM,ARTIS icono (VE40A) (floor); ARTIS icono (VE40A) (biplane); ARTIS icono (VE40A) (ceiling); ARTIS pheno (VE40A)
K192396,0.612684226,High,178,356,0,2,Device Design,2:35:19 AM,Streamline MIS Spinal Fixation System
K082344,0.612669972,High,543,6516,0,2,Device Design,2:35:19 AM,"STOCKERT S5 SYSTEM, STOCKERT ELECTRICAL VENOUS OCCLUDER (EVO)"
K201100,0.612666977,High,543,1086,0,2,Device Design,2:35:19 AM,Bio-Medicus Life Support Catheter and Introducer
K102532,0.612622783,High,543,10317,0,2,Device Design,2:35:19 AM,"HLS CANNULA NON-COATED, WITH BIOLINE COATING AND WITH SOFTLINE COATING"
K171979,0.612568378,High,543,78192,0,2,Device Design,2:35:19 AM,Tubing Pack
K120612,0.612549862,High,543,1629,0,2,Device Design,2:35:19 AM,MEDTRONIC CLEAR INTRAVACULAR ARTERIOTOMY SHUNT
K123187,0.612547868,High,543,2715,0,2,Device Design,2:35:19 AM,"RETROGRADE CORONARY SINUS CARDIOPLEGIA CATHETER, RETROGRADE CARDIOPLEGIA CATHETER, RETROGRADE CARDIOPLEGIA CANNULA"
K131269,0.61253277,High,543,85251,0,2,Device Design,2:35:19 AM,DLP CORONARY OSTIAL PERFUSION CANNULAE
K024069,0.612504984,High,543,34752,0,2,Device Design,2:35:19 AM,"ONE PIECE PEDIATRIC ARTERIAL CANNULA, MODEL: 77006, 77106"
K163715,0.612454783,High,498,53784,0,2,Component design/selection,2:35:19 AM,Allura Xper R9
K173095,0.612417164,High,178,4628,0,2,Device Design,2:35:19 AM,"VIPER PRIME™ Screws, VIPER PRIME™ Screws with Fenestrations, EXPEDIUM® Verse Screws with Fenestrations"
K202328,0.612388734,High,178,1424,0,2,Device Design,2:35:19 AM,CD Horizon Spinal System
K171045,0.612386958,High,978,18582,0,2,Manufacturing material removal,2:35:19 AM,Exactech® Truliant™ Line Extensions
K173664,0.612382773,High,498,4482,0,2,Component design/selection,2:35:19 AM,Medtronic O-arm O2 Imaging System
K161563,0.612377089,High,498,28884,0,2,Component design/selection,2:35:19 AM,Allura Xper FD series and Allura Xper OR Table series
K061202,0.612358139,High,178,356,0,2,Device Design,2:35:19 AM,REVERE STABILIZATION SYSTEM
K031037,0.612348339,High,543,19005,0,2,Device Design,2:35:19 AM,EOPA ELONGATED ONE-PIECE ARTERIAL CANNULA AND GUIDEWIRE
K180453,0.612328166,High,543,5430,0,2,Device Design,2:35:19 AM,Bio-Medicus Adult Cannulae and Introducer
K214006,0.612318399,High,178,4628,0,2,Device Design,2:35:19 AM,Invictus® Spinal Fixation System
K052524,0.612286379,High,543,4344,0,2,Device Design,2:35:19 AM,BIO-MEDICUS MULTI-STAGE VENOUS FEMORAL PERCUTANEOUS KIT
K142673,0.612268329,High,543,11403,0,2,Device Design,2:35:19 AM,Bio-Medicus Adult Cannulae and Introducer
K133278,0.612262944,High,498,498,0,2,Component design/selection,2:35:19 AM,DISCOVERY IGS 740
K213479,0.612262944,High,498,498,0,2,Component design/selection,2:35:19 AM,D²RS and D²RS 9090
K120988,0.612253247,High,543,6516,0,2,Device Design,2:35:19 AM,"DLP SINGLE STAGE VENOUS CANNULA, DLP RIGHT ANGLE SINGLE STAGE VENOUS CANNULA, DLP SINGLE STAGE VENOUS CANNULA WITH RIGHT"
K994171,0.612179172,High,543,1086,0,2,Device Design,2:35:19 AM,MEDTRONIC AORTOCORONARY SHUNT AND SEPARATELY PACKAGED ARTERIOTOMY CANNULAE
K964200,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,CHASE MULTIPLE PERFUSION SET
K081820,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,"AVALON ELITE BI-CAVAL DUAL LUMEN CATHETER, 13FR, 16FR, 19FR, 20FR, 23FR, 27FR, 31FR"
K081933,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,"AVALON ELITE MULTI-PORT VENOUS FEMORAL CATHETER, 20FR, 22FR, 24FR, 26FR, 28FR"
K061254,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,"EOPA 3D ARTERIAL CANNULA, MODELS 78220,78222,78320,783222"
K251258,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,MC2™ Two-Stage Venous Cannula; MC2X™ Three-Stage Venous Cannula
K162214,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,Protek Solo 24 Fr Venous Cannula Set
K221353,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,"Quantum Perfusion Dual Lumen Cannula 31F, Quantum Perfusion Dual Lumen Cannula 27F, Quantum Perfusion Dual Lumen Cannula 24F, Quantum Perfusion Dual Lumen Cannula 29F, Quantum Perfusion Dual Lumen Cannula 24F-V1, Quantum Perfusion Dual Lumen Cannula 27F-V1, Quantum Perfusion Dual Lumen Cannula 29F-V1, Quantum Perfusion Dual Lumen Cannula 27F-VS, Quantum Perfusion Dual Lumen Cannula 31F-VS"
K160257,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,PROTEK Duo 31 Fr. Veno-Venous Cannula Set
K971291,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,HEARTPORT ENDOARTERIAL RETURN CANNULA
K180979,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,PureFlex Arterial Cannulae
K993818,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,ANTEGRADE/RETROGRADE PERFUSION ADAPTER WITH OR WITHOUT PRESSURE LINE
K002273,0.612177485,High,543,543,0,2,Device Design,2:35:19 AM,STOCKERT A272 SERIES PEDIATRIC AORTIC CANNULAE
K233684,0.611727967,High,178,1424,0,2,Device Design,2:35:19 AM,TriALTIS™ Spine System
K200245,0.611716828,High,178,4450,0,2,Device Design,2:35:19 AM,EXPEDIUM® Spine System; EXPEDIUM VERSE® Spine System
K180433,0.611645882,High,178,1068,0,2,Device Design,2:35:19 AM,ENNOVATE®
K220724,0.611554356,High,178,1602,0,2,Device Design,2:35:19 AM,CD Horizon™ Spinal System and PASS LP™ Spinal System
K171570,0.611532146,High,178,2136,0,2,Device Design,2:35:19 AM,Additional VIPER PRIME™ screws with fenestrations
K210637,0.611490094,High,178,2314,0,2,Device Design,2:35:19 AM,CD Horizon™ Spinal System
K170679,0.611465978,High,178,19580,0,2,Device Design,2:35:19 AM,"CD HORIZON® Spinal System, Medtronic Reusable Instruments for Use with the IPC® POWEREASE® System, Medtronic Navigated Reusable Instruments for Use with the STEALTHSTATION® and IPC® POWEREASE® Systems"
K092631,0.611435856,High,178,890,0,2,Device Design,2:35:19 AM,MANTIS REDUX SPINAL SYSTEM
K223181,0.611416839,High,178,2492,0,2,Device Design,2:35:19 AM,NuVasive Reline System
K153442,0.611413017,High,178,5518,0,2,Device Design,2:35:19 AM,"CD HORIZON Spinal System, Medtronic Navigated Manual Reusable Instruments for Use with the STEALTHSTATION System, Medtronic Reusable Instruments for Use with the IPC POWEREASE System, Medtronic Navigated Reusable Instruments for Use with the STEALTHSTATION and IPC POWEREASE Systems"
K091974,0.611396149,High,178,2670,0,2,Device Design,2:35:19 AM,MODIFICATION TO CD HORIZON SPINAL SYSTEM
K102555,0.611381378,High,178,1068,0,2,Device Design,2:35:19 AM,CD HORIZON SPINAL SYSTEM
K052187,0.611356088,High,178,3916,0,2,Device Design,2:35:19 AM,MODIFICATION TO:  CD HORIZON SPINAL SYSTEM
K162160,0.611333025,High,178,1246,0,2,Device Design,2:35:19 AM,Preference Elite Pedicle Screw System
P160017,0.611093174,High,19,126058090,0,3,Software design,2:35:19 AM,"Medtronic MiniMed 670G System, GS3 Transfer to MPROC, Medtronic MiniMed 770G System, Medtronic MiniMed 780G System"
K223494,0.611056294,High,178,712,0,2,Device Design,2:35:19 AM,CD Horizon Spinal System
K203153,0.611055042,High,178,534,0,2,Device Design,2:35:19 AM,"CREO Stabilization System, Navigation Instruments, ExcelsiusGPS"
K203507,0.611055042,High,178,534,0,2,Device Design,2:35:19 AM,Vitality® Spinal Fixation System
K190636,0.611053791,High,178,356,0,2,Device Design,2:35:19 AM,NuVasive® Reline® 4.5-5.0 System
K232566,0.611053791,High,178,356,0,2,Device Design,2:35:19 AM,NewPort Spinal System; Daytona Small Stature Spinal System; Malibu Spinal System; Mariner Pedicle Screw Systems: Mariner Outrigger Revision System; Mariner MIS Pedicle Screw System; Mariner Deformity System; Mariner RDX System
K203607,0.611053791,High,178,356,0,2,Device Design,2:35:19 AM,MOSS VRS Spinal System
K223274,0.611053791,High,178,356,0,2,Device Design,2:35:19 AM,Momentum® MIS Posterior Spinal Fixation System
K033901,0.611053791,High,178,356,0,2,Device Design,2:35:19 AM,MERLIN SPINE SYSTEM
K231844,0.611053791,High,178,356,0,2,Device Design,2:35:19 AM,ProMIS™ Fixation System
K191648,0.611053791,High,178,356,0,2,Device Design,2:35:19 AM,Mariner MIS Pedicle Screw System; SeaSpine Navigation System
K202327,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,Invictus™ OsseoScrew® System
K231694,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,MASADA Modular Spinal Fixation System
K203023,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,Pisces Spinal System
K060361,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,"XIA SPINAL SYSTEM, XIA 4.5 SPINAL SYSTEM"
K210716,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,"CarboClear X Pedicle Screw System, CarboClear X Navigated Instruments"
K153589,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,CD HORIZON Spinal System
K162379,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,CD HORIZON® Spinal System
K202505,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,GetSet Surgical GoPLF! Posterior Lateral Fusion System
K201407,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,CD Horizon™ Spinal System
K083416,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,REVOLVE STABILIZATION SYSTEM
K152968,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,Arsenal Spinal Fixation System
K171894,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,NuVasive® Precept™ Spinal System
K171456,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,Thunderbolt™ Minimally Invasive and Lancer™ Open Pedicle Screw Systems
K230974,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,NIDO™ Pedicle Screw System
K191835,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,"CREO Stabilization System, Navigation Instruments, ExcelsiusGPS Instruments"
K182239,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,OLYMPIC Posterior Spinal Fixation System
K212185,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,Golden Isles Pedicle Screw System
K233951,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,"CD Horizon ModuLeX Spinal System (Shanks, Head Assemblies, and Set Screw)"
K190981,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,NEX-D2 Posterior Fixation System
K192800,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,Streamline TL Spinal Fixation System
K090605,0.611052539,High,178,178,0,2,Device Design,2:35:19 AM,CLAMPFIX
K200407,0.610999413,High,978,1956,0,2,Manufacturing material removal,2:35:19 AM,LEGION Inserts with JRNY Lock
K122765,0.610989087,High,979,16643,0,2,Manufacturing material removal,2:35:19 AM,PERSONA NATURAL TIBIA BASEPLATES
K002507,0.610958172,High,422,5486,0,2,Device Design,2:35:19 AM,TWO-LUMEN CENTRAL VENOUS ACCESS KIT WITH HEMOSTASIS VALVE/SIDE PORT
K142807,0.610357853,High,978,12714,0,2,Manufacturing material removal,2:35:19 AM,ANTHEM PS Total Knee System
K172539,0.610352519,High,822,1646,0,2,Software design,2:35:19 AM,CereTom Elite
K021284,0.610002368,High,634,634,0,2,Device Design,2:35:19 AM,EASYTRAK GUIDING CATHETER
K203682,0.609623715,High,623,293433,0,2,Under Investigation by firm,2:35:19 AM,"Electrosurgical Generator ESG-400, Foot Switches, POWERSEAL Curved Jaw Sealer and Divider, Double Action"
K181479,0.609445441,High,628,628,0,2,Device Design,2:35:19 AM,Ingenia Ambition S and Ingenia Ambition X
K003182,0.609189027,High,978,7824,0,2,Manufacturing material removal,2:35:19 AM,ORTHOGENESIS LPS SYSTEM
K960279,0.608875783,High,980,6860,0,2,Manufacturing material removal,2:35:19 AM,NEXGEN COMPL. KNEE SOL. LEGACY POSTERIOR STABILIZED/CONSTRAINED CONDYLAR KNEE FEMORAL COMPONENTS/ARTICULAR SURFACES
K231114,0.608724509,High,671,14091,0,2,Nonconforming Material/Component,2:35:19 AM,Zimmer® Natural Nail® System Cephalomedullary Nails; Affixus® Natural Nail® Humeral Nail System
K241000,0.60864692,High,978,4890,0,2,Manufacturing material removal,2:35:19 AM,ATTUNE™ Revision Knee System;  DePuy Knee Prosthesis System Universal Stem Extensions and Universal Femoral Metaphyseal Sleeves; DePuy Sigma PS Femoral Components; DePuy Sigma Cruciate Retaining (C/R) Porocoat Femoral Components; S-ROM™ NOILES™ Rotating Hinge Knee System; DePuy P.F.C. ™ SIGMA™ Total Knee System; DePuy SIGMA™ Total Knee System;
K973164,0.608523795,High,978,14670,0,2,Manufacturing material removal,2:35:19 AM,HOWMEDICA TOTAL STABILIZER KNEE COMPONENTS
K200869,0.607886607,High,671,13420,0,2,Nonconforming Material/Component,2:35:19 AM,Gamma3 System
K191394,0.607870515,High,822,56787,0,2,Software design,2:35:19 AM,ILLUMISITE Platform
K200814,0.607771316,High,671,13420,0,2,Nonconforming Material/Component,2:35:19 AM,Affixus(R) Natural Nail(R) System Humeral Nail
K234044,0.607748249,High,978,8802,0,2,Manufacturing material removal,2:35:19 AM,ACS® LD FB Knee System
K181947,0.607340591,High,978,10758,0,2,Manufacturing material removal,2:35:19 AM,Persona Revision Knee System
K140830,0.607315015,High,979,7832,0,2,Manufacturing material removal,2:35:19 AM,EXPRT REVISION KNEE
K202924,0.606884685,High,978,11736,0,2,Manufacturing material removal,2:35:19 AM,LinkSymphoKnee System
K201611,0.606774243,High,978,7824,0,2,Manufacturing material removal,2:35:19 AM,Apex Knee System
K032869,0.606407203,High,617,1851,0,2,Device Design,2:35:19 AM,COOK CODA BALLOON CATHETER
K170282,0.60632274,High,978,6846,0,2,Manufacturing material removal,2:35:19 AM,Smith & Nephew VISIONAIRE Adaptive Guides
K181569,0.606313122,High,978,3912,0,2,Manufacturing material removal,2:35:19 AM,BKS Revision Sleeves System
K202684,0.60612229,High,978,2934,0,2,Manufacturing material removal,2:35:19 AM,GMK Total Knee System - TiNbN Coating
K181635,0.60609705,High,978,6846,0,2,Manufacturing material removal,2:35:19 AM,GMK Sphere CR Tibial Inserts
K000590,0.60609705,High,978,6846,0,2,Manufacturing material removal,2:35:19 AM,LATERAL PIVOT INSERT
K972863,0.606055459,High,978,11736,0,2,Manufacturing material removal,2:35:19 AM,DURATION STABILIZED UHMWPE KNEE COMPONENTS
K193057,0.605957875,High,978,6846,0,2,Manufacturing material removal,2:35:19 AM,ATTUNE All-Polyethylene Tibia
K230512,0.605946451,High,671,12078,0,2,Nonconforming Material/Component,2:35:19 AM,Gamma4 System
K202248,0.605891069,High,978,5868,0,2,Manufacturing material removal,2:35:19 AM,Attune Revision Sleeve LPS Femoral Adaptors
K152401,0.605806603,High,617,1234,0,2,Device Design,2:35:19 AM,Stingray LP Catheter
K123342,0.605765291,High,978,10758,0,2,Manufacturing material removal,2:35:19 AM,OPTETRAK LOGIC CRC TIBIAL INSERT
K110837,0.605643825,High,978,1956,0,2,Manufacturing material removal,2:35:19 AM,REVISION PROTHESIS
P980050,0.605342348,High,217,462210,0,3,Device Design,2:35:19 AM,Implantable Cardioverter Defibrillator (Non-Crt)
K151981,0.604819901,High,617,1851,0,2,Device Design,2:35:19 AM,Turnpike catheter
K161901,0.604700176,High,617,1234,0,2,Device Design,2:35:19 AM,TrapLiner catheter
K211004,0.604677225,High,978,8802,0,2,Manufacturing material removal,2:35:19 AM,GMK Spherika Femurs and Fixed Tibial Trays Plus
K121352,0.60466777,High,617,2468,0,2,Device Design,2:35:19 AM,ARMADA 14XXT PTA CATHETER
K160700,0.604583777,High,978,8802,0,2,Manufacturing material removal,2:35:19 AM,ATTUNE Revision Knee System
K020114,0.604378464,High,978,5868,0,2,Manufacturing material removal,2:35:19 AM,3D KNEE
K092299,0.604293935,High,617,10489,0,2,Device Design,2:35:19 AM,TRAILBLAZER SUPPORT CATHETER
K122917,0.604136672,High,617,1851,0,2,Device Design,2:35:19 AM,CODA BALLOON CATHETER
K021256,0.604046092,High,617,1851,0,2,Device Design,2:35:19 AM,Z3 GUIDE CATHETER
K072750,0.603980652,High,617,1234,0,2,Device Design,2:35:19 AM,"SPECTRANETICS QUICK-CROSS SUPPORT2 CATHETERS, MODELS 518-065 AND 518-066"
K202099,0.6039048,High,671,10736,0,2,Nonconforming Material/Component,2:35:19 AM,AOS Galileo™ Trochanteric Nail System
K152008,0.603896535,High,978,2934,0,2,Manufacturing material removal,2:35:19 AM,Physica PS Knee System
K111380,0.603885835,High,617,1851,0,2,Device Design,2:35:19 AM,NEURON MAX SYSTEM
K062809,0.60386752,High,617,1851,0,2,Device Design,2:35:19 AM,ADMIRAL XTREME PTA CATHETER
K142933,0.603763757,High,978,8802,0,2,Manufacturing material removal,2:35:19 AM,Biomet Tibial trays
K122394,0.603737288,High,617,3085,0,2,Device Design,2:35:19 AM,RUBICON 18 SUPPORT CATHETER
K083125,0.603704198,High,617,2468,0,2,Device Design,2:35:19 AM,NEURON SELECT CATHETER SIZE 070
K032737,0.603676826,High,618,5562,0,2,Device Design,2:35:19 AM,"CORDIS POWERFLEX EXTREME PTA BALLOON CATHETER, CORDIS POWERFLEX PLUS PTA BALLOON CATHETER, CORDIS POWERFLEX P3 PTA"
K083343,0.60364574,High,617,2468,0,2,Device Design,2:35:19 AM,HEADWAY 17 MICROCATHETER
K193454,0.603642562,High,822,1646,0,2,Software design,2:35:19 AM,IQon Spectral CT
K192276,0.603497322,High,529,2116,0,2,Software design,2:35:19 AM,Merge Cardio
K123687,0.603491679,High,978,8802,0,2,Manufacturing material removal,2:35:19 AM,OPTETRAK LOGIC POROUS FEMORAL COMPONENT
K142565,0.603381198,High,617,1851,0,2,Device Design,2:35:19 AM,"Excelsior XT-17 Microcatheter, Excelsior XT-17 Flex Microcatheter, Excelsior XT-17 Pre-Shaped Microcatheter, Excelsior XT-17 Flex Pre-Shaped Microcatheter"
K073378,0.603349338,High,617,1234,0,2,Device Design,2:35:19 AM,ADVANCE 18LP PTA DILATATION CATHETER
K091527,0.603323346,High,617,4319,0,2,Device Design,2:35:19 AM,ADVANCE 35LP LOW PROFILE PTA BALLOON DILATATION CATHETER
K142014,0.603296092,High,617,1851,0,2,Device Design,2:35:19 AM,SOFIA DISTAL ACCESS CATHETER
K020028,0.603243571,High,617,3702,0,2,Device Design,2:35:19 AM,6F MACH1/34356-XXX; 5F MACH1/35845-XXX; 7F MACH1/34357-XXX; 8F MACH1/34358-XXX
K042568,0.603237817,High,617,4319,0,2,Device Design,2:35:19 AM,EXCELSIOR 1018 AND SL-10 MICROCATHETERS
K140555,0.603222581,High,978,6846,0,2,Manufacturing material removal,2:35:19 AM,JOURNEY II BCS CONSTRAINED INSERTS
K081799,0.603215068,High,617,2468,0,2,Device Design,2:35:19 AM,GORE TRI-LOBE BALLOON CATHETER
K021120,0.603199635,High,617,2468,0,2,Device Design,2:35:19 AM,"RADIAL ARTERY CATHERIZATION SET WITH INTEGRAL NEEDLE PROTECTION,MODEL RA-04020-SP"
K131063,0.603157853,High,617,3085,0,2,Device Design,2:35:19 AM,AMPLATZER TORQ VUE LP DELIVERY SYSTEM
K022764,0.603143847,High,617,3085,0,2,Device Design,2:35:19 AM,7F LAUNCHER GUIDE CATHETER
K050038,0.603024626,High,617,4319,0,2,Device Design,2:35:19 AM,RELIANT STENT GRAFT BALLOON CATHETER
K123153,0.602970806,High,617,19127,0,2,Device Design,2:35:19 AM,"ATTAIN COMMAND+SUREVALVE LEFT HEART DELIVERY SYSTEM ATTAIN COMMAND GUIDE CATHETERS FOR LEFT HEART DELIVERY,ATTAIN SELECT"
